predictor,zero_order,partial_AD,retained_pct
dirichlet,0.654493817547596,0.6430922434625104,98.25795541846254
lipschitz,0.4487620974422231,0.6033296381599107,134.44309169572585
nbr_disp,0.2748452908829465,0.22970018690373395,83.57435783811943
sali_max,0.12483446870153989,0.1851826987788946,148.34260177102055
sali_mean,0.16329661614317387,0.23386029754171694,143.21196792998748
holder,0.012381219554999136,0.04017595801905756,324.4911201242353
